cert,docket,fed_rssd,rssdhcr,name,city,stalp,zip,repdte,rundate,bkclass,address,namehcr,offdom,offfor,stmult,specgrp,subchaps,county,cbsa_metro,cbsa_metro_name,estymd,insdate,effdate,mutual,parcert,trust,regagnt,insagnt1,fdicdbs,fdicsupv,fldoff,fed,occdist,otsregnm,inst.webaddr,lnls,lnrs3les,lnrs3t12,lnrs1t3,lnrs3t5,lnrs5t15,lnrsov15,lnot3les,lnot3t12,lnot1t3,lnot3t5,lnot5t15,lnotov15
"58344","0","3503696","0","First Avenue National Bank","Ocala","FL","34471","12/31/2014","2/18/2015","N","910 Sw 1st Ave","","4","0","0","4","0","Marion","36100","Ocala, FL","11/16/2006","11/16/2006","7/28/2008","Stock","0","0","OCC","DIF","Atlanta","ATLANTA","Tampa","Atlanta","Southern","Southeast","www.firstavebank.com","79519","166","892","1343","1830","2316","8390","9303","5582","14905","20005","5359","8336"
"6917","10684","899428","1076123","First Bank","Strasburg","VA","22657","12/31/2014","2/18/2015","SM","112 West King Street","FIRST NATIONAL CORPORATION","10","0","0","4","0","Shenandoah","","","7/1/1907","1/1/1934","11/6/2009","Stock","0","1","FED","DIF","Atlanta","ATLANTA","Richmond","Richmond","Northeastern","Southeast","www.fbvirginia.com","378738","2198","13678","32160","34153","39670","3178","27556","32814","62348","60866","51074","11044"
"1744","0","291330","1918755","First Bank","Wadley","AL","36276","12/31/2014","2/18/2015","NM","312 Main Street","PEOPLES INDEPENDENT BANCSHARES, INC.","5","0","0","7","1","Randolph","","","11/6/1907","1/1/1934","2/24/2011","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Shelby","Atlanta","Southern","Southeast","http://www.fbonline.biz","20800","469","179","557","2001","197","0","5789","3651","3086","2572","1573","0"
"15019","14337","216922","1076431","First Bank","Southern Pines","NC","28387","12/31/2014","2/18/2015","NM","300 S.W. Broad Street","FIRST BANCORP","93","0","1","4","0","Moore","","","1/1/1934","2/8/1935","7/29/2014","Stock","0","1","FDIC","DIF","Atlanta","ATLANTA","Raleigh","Richmond","Northeastern","Southeast","http://www.localfirstbank.com","2403001","33496","56711","207403","264923","177507","29880","107079","217277","317688","447570","472371","10522"
"14885","8885","451068","1416701","First Bank","Ketchikan","AK","99901","12/31/2014","2/18/2015","NM","331 Dock Street","FIRST BANCORP, INC.","9","0","0","4","1","Ketchikan Gateway","","","9/15/1924","11/23/1934","3/31/2006","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Seattle","San Francisco","Western","Western","http://www.firstbankak.com","215968","3823","2950","5637","3152","2915","5511","28032","8985","34822","49883","50879","16958"
"16473","0","49652","1055351","First Bank","Sterling","KS","67579","12/31/2014","2/18/2015","NM","128 South Broadway Avenue","CORONADO, INC.","3","0","0","2","0","Rice","","","1/1/1907","8/26/1946","3/31/2006","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Hays","Kansas City","Western","Western","www.first-bank.net","72736","205","1458","1800","1249","4551","1618","10698","14887","11417","7092","12835","4791"
"12229","12597","169653","1118797","First Bank","Creve Coeur","MO","63141","12/31/2014","2/18/2015","SM","11901 Olive Boulevard","FIRST BANKS, INC.","130","0","1","4","0","Saint Louis","41180","St. Louis, MO-IL","7/30/1906","1/1/1934","12/1/2007","Stock","0","1","FED","DIF","Kansas City","KANSAS CITY","St. Louis","St. louis","Western","West","WWW.FIRSTBANKS.COM","3150665","24442","97957","34781","71359","243605","152621","1010922","176705","370211","377351","503059","30176"
"3121","13255","239659","1109544","First Bank","Burkburnett","TX","76354","12/31/2014","2/18/2015","NM","300 East Third","FIRST BURKBURNETT BANCSHARES, INC.","6","0","0","4","1","Wichita","48660","Wichita Falls, TX","1/1/1907","1/1/1934","7/8/2009","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","http://www.firstbankweb.com","265351","22132","20605","17537","9695","12853","9157","51629","32414","26607","45189","16907","0"
"9620","13673","131436","2061162","First Bank","Clewiston","FL","33440","12/31/2014","2/18/2015","NM","300 East Sugarland Highway","PIONEER BANKCORP, INC.","5","0","0","4","0","Hendry","","","1/1/1922","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","South Florida","Atlanta","Southern","Southeast","http://www.first1bank.net","195186","730","2107","2152","968","11731","32696","5754","19177","15767","26469","34926","42294"
"58481","0","3401970","0","First Bank","Hamilton","NJ","8690","12/31/2014","2/18/2015","NM","2465 Kuser Road","","9","0","0","4","0","Mercer","45940","Trenton, NJ","4/23/2007","4/23/2007","6/12/2014","Stock","0","0","FDIC","DIF","New York","NEW YORK","Jamesburg","Philadelphia","Northeastern","Northeast","www.firstbanknj.com","548454","1482","1146","5613","4416","14186","6793","61344","43014","61216","137981","171357","35242"
"88","10660","329345","2352196","First Bank","Hampton","AR","71744","12/31/2014","2/18/2015","NM","302 E Main","HARRELL BANCSHARES, INC.","10","0","0","4","0","Calhoun","","","10/8/1907","1/1/1934","2/3/2014","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Shreveport","St. louis","Southern","Western","www.firstbankar.com","253003","4276","12558","31091","13018","4366","10910","20423","46816","72180","30536","3923","0"
"8663","11468","436159","1132104","First Bank","Lexington","TN","38351","12/31/2014","2/18/2015","NM","53 E Church Street","FIRST SOUTH BANCORP, INC.","56","0","1","4","1","Henderson","","","1/1/1906","1/1/1934","9/12/2014","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Nashville","St. louis","Southern","Southeast","www.firstbankonline.com","1604672","204780","29704","48228","69173","78567","14159","506647","88156","217608","261168","64776","6366"
"5907","0","875936","1082692","First Bank","Mccomb","MS","39648","12/31/2014","2/18/2015","NM","105 South Broadway Street","FIRST SOUTHWEST CORPORATION","11","0","0","4","1","Pike","","","6/25/1895","1/1/1934","11/4/2014","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Jackson Ms","Atlanta","Southern","West","WWW.FIRSTBANKMS.COM","218777","2768","1745","2958","7884","17951","12576","35265","21200","24642","50494","41134","160"
"10007","12896","284248","3552724","First Bank","Tomah","WI","54660","12/31/2014","2/18/2015","NM","1021 Superior Avenue","PARTNERSHIP COMMUNITY BANCSHARES, INC.","5","0","0","4","0","Monroe","","","3/1/1894","1/1/1934","12/31/2014","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Madison","Chicago","Central","Central","WWW.FBTOMAH.COM","120208","2966","7652","10947","2998","33","7643","16661","15572","35438","16172","2895","0"
"27078","11955","550756","1123072","First Bank & Trust","Sioux Falls","SD","57104","12/31/2014","2/18/2015","NM","110 North Minnesota Avenue","FISHBACK FINANCIAL CORPORATION","7","0","0","4","0","Minnehaha","43620","Sioux Falls, SD","10/31/1987","10/31/1987","5/5/2012","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Sioux Falls","Minneapolis","Western","West","http://www.bankeasy.com","547435","560","3787","5183","9663","8127","8330","103734","90635","102525","123367","81439","9927"
"5525","0","402462","1104307","First Bank & Trust","Seymour","TX","76380","12/31/2014","2/18/2015","SM","201 North Washington Street","BAYLOR BANCSHARES, INC.","8","0","0","2","0","Baylor","","","3/5/1890","1/1/1934","11/15/2014","Stock","0","1","FED","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","www.fbtseymour.com","41186","1295","66","499","216","358","0","7880","16171","5729","1326","6308","1170"
"14778","14038","294564","2410854","First Bank & Trust","Lubbock","TX","79424","12/31/2014","2/18/2015","NM","9816 Slide Road","FIRST BANK LUBBOCK BANCSHARES, INC.","7","0","0","4","1","Lubbock","31180","Lubbock, TX","1/1/1934","9/28/1934","10/14/2014","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Lubbock","Dallas","Southern","West","www.firstbanktexas.com","540463","40958","18754","24350","12232","16071","16581","137147","66030","81356","51456","42471","24725"
"34060","14013","2333298","2339656","First Bank & Trust","Evanston","IL","60201","12/31/2014","2/18/2015","SM","820 Church Street","FIRST EVANSTON BANCORP, INC.","9","0","0","4","0","Cook","16980","Chicago-Naperville-Elgin, IL-IN-WI","9/6/1995","9/6/1995","3/31/2006","Stock","0","1","FED","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","www.firstbt.com","704470","9068","15627","8738","8737","1143","0","257976","97778","128738","128738","41448","0"
"3973","9589","77851","1123072","First Bank & Trust","Brookings","SD","57006","12/31/2014","2/18/2015","NM","520 6th Street","FISHBACK FINANCIAL CORPORATION","6","0","0","4","0","Brookings","","","11/2/1925","1/1/1934","6/21/2013","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Sioux Falls","Minneapolis","Western","West","http://www.bankeasy.com","690136","3836","9327","5222","6005","25206","15397","68197","121035","99717","110570","136777","78069"
"27394","0","1228034","0","First Bank & Trust Co.","Duncan","OK","73533","12/31/2014","2/18/2015","NM","923-925 Main Street","","10","0","0","4","1","Stephens","","","12/8/1988","12/8/1988","4/11/2008","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","www.fb247.com","368312","7329","16334","41316","72000","6529","325","59684","42127","48541","67554","1664","0"
"13946","0","640956","1138133","First Bank & Trust Company","Perry","OK","73077","12/31/2014","2/18/2015","NM","407 7th Street","FNBT BANCSHARES, PERRY, OK, INC.","3","0","0","2","1","Noble","","","2/21/1934","2/21/1934","3/31/2006","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Tulsa","Kansas City","Southern","West","www.bankfbt.com","76725","128","6862","3188","4818","2742","0","37182","3890","6814","9222","1654","0"
"4219","15944","351850","1050851","First Bank & Trust Company","Wagoner","OK","74467","12/31/2014","2/18/2015","NM","111 Casaver Street","FIRST WAGONER CORPORATION","9","0","0","4","1","Wagoner","46140","Tulsa, OK","1/1/1895","1/1/1934","3/17/2014","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Tulsa","Kansas City","Southern","West","fbtwagoner.com","238988","7449","18701","15060","5369","16246","12761","28758","52430","25335","21090","25456","10106"
"3167","0","552657","1108677","First Bank & Trust Company","Dawson","TX","76639","12/31/2014","2/18/2015","SM","109 N Main Street","DAWSON BANCSHARES, INC.","2","0","0","2","1","Navarro","","","2/15/1915","1/1/1934","6/1/2010","Stock","0","1","FED","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","","13647","335","540","1453","0","0","0","2009","4209","4016","870","215","0"
"5394","15945","244158","1053320","First Bank & Trust Company","Cozad","NE","69130","12/31/2014","2/18/2015","NM","747 Meridian","MIDWEST BANCO CORPORATION","6","0","1","2","1","Dawson","","","1/1/1883","1/1/1934","6/1/2013","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Grand Island","Kansas City","Western","West","http://www.firstbankandtrustcozad.com","181433","10","447","1508","1918","1698","143","55284","18281","29778","43716","26106","573"
"17233","0","642259","1104660","First Bank & Trust East Texas","Diboll","TX","75941","12/31/2014","2/18/2015","NM","104 North Temple Drive","DIBOLL STATE BANCSHARES, INC.","18","0","0","4","0","Angelina","","","6/18/1953","6/18/1953","3/31/2006","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Houston","Dallas","Southern","West","www.fbtet.com","603624","2561","26430","31561","73283","1264","2058","47793","109917","99962","158306","43624","2862"
"26638","0","372556","1123072","First Bank & Trust of Milbank","Milbank","SD","57252","12/31/2014","2/18/2015","NM","215 West Fourth Avenue","FISHBACK FINANCIAL CORPORATION","3","0","0","2","0","Grant","","","3/27/1986","3/27/1986","1/20/2007","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Sioux Falls","Minneapolis","Western","West","http://www.bankeasy.com","115873","59","766","2083","4345","2459","1280","19321","14008","15495","28688","18128","8813"
"5227","11149","755850","1123072","First Bank & Trust, National Association","Pipestone","MN","56164","12/31/2014","2/18/2015","N","101 Second Street, N.W.","FISHBACK FINANCIAL CORPORATION","2","0","0","2","0","Pipestone","","","2/28/1889","1/1/1934","1/1/2010","Stock","0","1","OCC","DIF","Kansas City","KANSAS CITY","Sioux Falls","Minneapolis","Central","West","http://www.bankeasy.com","131454","2","838","488","1123","2451","1527","11636","17682","18089","22791","39377","14121"
"29786","4087","221476","2971261","First Bank & Trust, S.B.","Paris","IL","61944","12/31/2014","2/18/2015","SB","101 South Central Avenue","FIRST BANCTRUST CORPORATION","7","0","0","4","0","Edgar","","","1/1/1887","12/29/1937","2/1/2009","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Champaign","Chicago","Central","Central","www.firstbanktrust.com","331589","3108","21655","26258","8696","4244","9437","22521","44906","89510","71166","22066","7552"
"33405","9640","1862719","2127657","First Bank and Trust","New Orleans","LA","70112","12/31/2014","2/18/2015","NM","909 Poydras St., Suite 100","FIRST TRUST CORPORATION","16","0","1","4","1","Orleans","35380","New Orleans-Metairie, LA","5/17/1991","5/17/1991","2/13/2009","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Baton Rouge","Atlanta","Southern","Western","fbtonline.com","663537","23078","11373","45838","14524","23508","16815","86111","69807","167050","91006","58823","50885"
"15348","15563","157856","1055593","First Bank and Trust Company","Clinton","OK","73601","12/31/2014","2/18/2015","SM","501 Frisco Avenue","CLINTON BANCSHARES, INC.","1","0","0","8","1","Custer","","","1/1/1903","2/1/1936","3/31/2006","Stock","0","1","FED","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","http://www.fbtok.com","29358","35","393","1546","1169","11384","403","780","3732","3661","2176","1800","2210"
"5438","13618","114859","2850432","First Bank and Trust Company","Minden","NE","68959","12/31/2014","2/18/2015","SM","315 East 4th Street","FIRST OF MINDEN FINANCIAL CORPORATION","1","0","0","2","1","Kearney","","","9/4/1883","1/1/1934","1/2/2007","Stock","0","1","FED","DIF","Kansas City","KANSAS CITY","Grand Island","Kansas City","Western","West","www.firstofminden.com","31562","0","30","90","97","2645","4103","8731","2116","1658","2194","5950","3948"
"18641","0","646444","1202986","First Bank and Trust Company of Illinois","Palatine","IL","60067","12/31/2014","2/18/2015","NM","300 East Northwest Highway","NORTHWEST BANCORPORATION OF ILLINOIS, INC.","1","0","0","4","1","Cook","16980","Chicago-Naperville-Elgin, IL-IN-WI","12/20/1962","12/20/1962","3/31/2006","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","www.firstbankillinois.com","150116","5139","0","240","290","0","0","122137","9475","2764","3202","4103","0"
"3134","12529","749952","2007610","First Bank and Trust of Childress","Childress","TX","79201","12/31/2014","2/18/2015","NM","301 North Main Street","CHILDRESS BANCSHARES, INC.","3","0","0","2","1","Childress","","","1/1/1909","1/1/1934","3/31/2006","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Lubbock","Dallas","Southern","West","http://www.fbtchildress.net","50846","332","821","4841","3566","691","0","11034","4724","8489","12016","2773","940"
"5405","15703","266655","1247811","First Bank and Trust of Fullerton","Fullerton","NE","68638","12/31/2014","2/18/2015","SM","230 Broadway","FIRST NATIONAL HOLDING COMPANY, INC.","2","0","0","2","0","Nance","","","10/1/1881","1/1/1934","6/28/2010","Stock","0","1","FED","DIF","Kansas City","KANSAS CITY","Grand Island","Kansas City","Western","West","http://www.fbtfullerton.com","55879","0","17","256","298","200","0","18398","9857","7498","9919","7275","2158"
"3335","11790","373553","1241211","First Bank and Trust of Memphis","Memphis","TX","79245","12/31/2014","2/18/2015","NM","501 Main Street","FALCON BANCORPORATION, INC.","1","0","0","2","1","Hall","","","3/1/1898","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Lubbock","Dallas","Southern","West","www.firstmemphis.com","45726","350","777","656","1756","365","492","11461","9571","3771","9903","4647","1977"
"5097","13046","147857","1143548","First Bank Blue Earth","Blue Earth","MN","56013","12/31/2014","2/18/2015","SM","306 South Main Street","FNB BANCSHARES INC.","1","0","0","2","1","Faribault","","","1/1/1869","1/1/1934","12/15/2007","Stock","0","0","FED","DIF","Kansas City","KANSAS CITY","Mankato","Minneapolis","Central","West","http://www.firstbankblueearth.com","133351","133","776","741","1758","4404","211","40227","10981","23119","28282","22337","0"
"12517","12624","806846","2320618","First Bank Financial Centre","Oconomowoc","WI","53066","12/31/2014","2/18/2015","NM","155 West Wisconsin Avenue","OCONOMOWOC BANCSHARES, INC.","14","0","0","4","0","Waukesha","33340","Milwaukee-Waukesha-West Allis, WI","9/1/1859","1/1/1934","6/18/2012","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Milwaukee","Chicago","Central","Central","www.fbfcwi.com","624347","8475","16995","29391","19374","22355","6615","166398","66522","118382","86000","62337","14679"
"4464","0","786948","1200142","First Bank Hampton","Hampton","IA","50441","12/31/2014","2/18/2015","SM","211 1st Avenue, N.W.","A. M. SAYLOR, INCORPORATED","1","0","0","2","1","Franklin","","","1/1/1933","1/1/1934","6/25/2013","Stock","0","1","FED","DIF","Kansas City","KANSAS CITY","Des Moines","Chicago","Western","Western","www.firstbankhampton.com","83237","396","1535","1367","6451","1316","67","25537","4502","3830","26020","9420","2548"
"18431","14529","192558","1056769","First Bank Kansas","Salina","KS","67401","12/31/2014","2/18/2015","NM","235 South Santa Fe Avenue","OTTAWA BANCSHARES, INC.","6","0","0","7","1","Saline","","","6/30/1955","9/11/1961","3/31/2006","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Hays","Kansas City","Western","Western","http://www.firstbankkansas.com","155028","1493","3377","2031","4862","14545","18688","13388","18894","14767","24104","27999","10880"
"5380","82171","983055","0","First Bank of Bancroft","Bancroft","NE","68004","12/31/2014","2/18/2015","SM","301 Main Street","","1","0","0","2","0","Cuming","","","1/1/1884","1/1/1934","12/22/2014","Stock","0","0","FED","DIF","Kansas City","KANSAS CITY","Omaha","Kansas City","Western","West","http://www.firstbancroft.com","10942","92","271","255","864","108","0","4058","2232","1040","1446","577","0"
"9288","13103","312244","1133008","First Bank of Berne","Berne","IN","46711","12/31/2014","2/18/2015","SM","102 West Main Street","FIRST BERNE FINANCIAL CORPORATION","10","0","1","2","1","Adams","","","10/21/1891","1/1/1934","2/18/2012","Stock","0","1","FED","DIF","Chicago","CHICAGO","Indianapolis","Chicago","Central","Central","www.firstbankofberne.com","436633","1754","3477","7731","12421","39887","64011","20833","46297","36215","38405","90146","73890"
"2784","0","533535","1082889","First Bank of Boaz","Boaz","AL","35957","12/31/2014","2/18/2015","NM","124 South Main Street","FIRST BOAZ BANCORPORATION","1","0","0","7","0","Marshall","","","1/1/1906","1/1/1934","2/24/2011","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Shelby","Atlanta","Southern","Southeast","","48724","1278","2834","2078","4352","1256","0","4906","12252","5828","7445","5503","949"
"4056","0","151555","1057654","First Bank of Chandler","Chandler","OK","74834","12/31/2014","2/18/2015","SM","902 Manvel Street","FIRST CHANDLER CORP.","2","0","0","4","1","Lincoln","36420","Oklahoma City, OK","12/31/1892","1/1/1934","3/31/2006","Stock","0","0","FED","DIF","Dallas","DALLAS","Tulsa","Kansas City","Southern","West","www.firstbankchandler.com","80477","1805","764","1962","6209","210","0","15395","19507","12148","17755","3861","800"
"57514","0","3189634","0","First Bank of Charleston, Inc.","Charleston","WV","25362","12/31/2014","2/18/2015","NM","201 Pennsylvania Avenue","","1","0","0","4","0","Kanawha","16620","Charleston, WV","6/2/2003","6/2/2003","3/31/2006","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Scott Depot","Richmond","Northeastern","Northeast","http://www.fbofc.com","151754","1000","6603","14431","6473","5742","3499","22799","12045","23403","12903","17229","16586"
"15580","0","823638","1246252","First Bank of Coastal Georgia","Pembroke","GA","31321","12/31/2014","2/18/2015","NM","250 West Bacon Street","PUTNAM-GREENE FINANCIAL CORPORATION","2","0","0","7","0","Bryan","42340","Savannah, GA","1/1/1907","2/10/1938","3/14/2007","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Savannah","Atlanta","Southern","Southeast","http://www.firstbankofcg.com","32684","1105","1472","4464","1362","457","0","6283","6161","6992","484","1737","0"
"34116","0","2349459","2349440","First Bank of Dalton","Dalton","GA","30721","12/31/2014","2/18/2015","NM","118 North Hamilton Street","FBD HOLDING COMPANY, INC.","4","0","0","4","0","Whitfield","19140","Dalton, GA","1/8/1996","1/8/1996","3/31/2006","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Atlanta","Atlanta","Southern","Southeast","https://www.firstbankofdalton.com","144063","2779","7211","13961","2328","1366","2129","22200","28520","36204","12613","7889","2637"
"27423","15609","1356852","2540292","First Bank of Georgia","Augusta","GA","30909","12/31/2014","2/18/2015","NM","3527 Wheeler Road","GEORGIA-CAROLINA BANCSHARES, INC.","8","0","0","4","0","Richmond","12260","Augusta-Richmond County, GA-SC","1/9/1989","1/9/1989","3/31/2006","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Savannah","Atlanta","Southern","Southeast","http://www.firstbankofga.com","334104","40778","4891","8169","4368","2971","5911","41350","60992","52526","24939","86305","0"
"17470","0","804338","1205398","First Bank of Highland Park","Highland Park","IL","60035","12/31/2014","2/18/2015","NM","1835 First Street","BANK OF HIGHLAND PARK FINANCIAL CORP","2","0","0","4","1","Lake","16980","Chicago-Naperville-Elgin, IL-IN-WI","7/16/1955","7/16/1955","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","http://WWW.FIRSTBANKHP.COM","1080169","8032","2694","17600","23304","3333","1403","224789","142795","302894","231422","113757","2802"
"19775","0","650955","1128134","First Bank of Lincoln","Lincoln","MT","59639","12/31/2014","2/18/2015","NM","417 Main Street, Hwy 200","FORSTROM BANCORPORATION, INC.","1","0","0","4","1","Lewis And Clark","","","1/2/1968","1/2/1968","2/16/2010","Stock","0","0","FDIC","DIF","San Francisco","KANSAS CITY","Billings","Minneapolis","Western","West","http://www.firstbanklincoln.com","12247","88","569","823","762","2010","0","1203","2140","2657","1042","952","0"
"15695","0","478430","2059954","First Bank of Linden","Linden","AL","36748","12/31/2014","2/18/2015","NM","114 East Coats Avenue","FIRST LINDEN BANCSHARES, INC.","1","0","0","2","0","Marengo","","","5/7/1904","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Montgomery","Atlanta","Southern","Southeast","www.firstbanklinden.com","32704","419","349","1928","2817","0","0","6361","13150","6639","1041","0","0"
"3702","0","238139","1206603","First Bank of Manhattan","Manhattan","IL","60442","12/31/2014","2/18/2015","SM","230 South State Street","MANHATTAN BANCSHARES, INC.","3","0","0","8","1","Will","16980","Chicago-Naperville-Elgin, IL-IN-WI","1/1/1907","1/1/1934","3/31/2006","Stock","0","1","FED","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","www.fnbmanhattan.com","63765","1072","1450","4821","6515","2792","3766","3734","11455","9903","13975","3575","0"
"18815","0","954457","1050712","First Bank of Missouri","Gladstone","MO","64118","12/31/2014","2/18/2015","NM","7001 North Oak Street","VALLEY VIEW BANCSHARES, INC.","10","0","0","4","0","Clay","28140","Kansas City, MO-KS","7/2/1963","7/2/1963","8/12/2010","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Kansas City","Kansas City","Western","West","http://www.firstbankmo.com","260554","3469","2321","11864","1104","60","389","21055","53675","73176","46476","31558","11890"
"17474","0","946461","2314868","First Bank of Muleshoe","Muleshoe","TX","79347","12/31/2014","2/18/2015","SM","W. 1st Street And Avenue B","DG PARTNERSHIP, LTD","3","0","0","2","0","Bailey","","","8/1/1955","8/1/1955","3/31/2006","Stock","0","0","FED","DIF","Dallas","DALLAS","Lubbock","Dallas","Southern","West","WWW.FBMULESHOE.COM","19614","35","155","314","250","116","0","9724","1133","3026","3378","1247","0"
"4738","0","332055","1050776","First Bank of Newton","Newton","KS","67114","12/31/2014","2/18/2015","NM","128 East Broadway Street","FIRST NEWTON BANKSHARES, INC.","4","0","0","8","1","Harvey","48620","Wichita, KS","9/20/1873","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Wichita","Kansas City","Western","Western","http://www.firstbankks.com","123345","2375","4371","8612","8476","15512","14325","9325","14072","9236","12433","20535","3668"
"9450","9964","586027","1069714","First Bank of Ohio","Tiffin","OH","44883","12/31/2014","2/18/2015","NM","175 South Washington Street","TONTI FINANCIAL CORPORATION","5","0","0","8","0","Seneca","","","3/3/1873","1/1/1934","12/9/2011","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Columbus","Cleveland","Central","Central","","75838","5","52","44","0","0","0","118","1218","18163","46352","9647","0"
"18592","0","637554","0","First Bank of Owasso","Owasso","OK","74055","12/31/2014","2/18/2015","NM","8601 North Garnett Road","","3","0","0","4","1","Tulsa","46140","Tulsa, OK","9/8/1962","9/8/1962","11/13/2009","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Tulsa","Kansas City","Southern","West","http://www.firstbank.net","183785","10415","1445","3733","207","5107","0","125256","5705","13464","5308","10532","2613"
"9070","0","760939","0","First Bank of Pike","Molena","GA","30258","12/31/2014","2/18/2015","NM","50 Springs Road","","3","0","0","8","0","Pike","12060","Atlanta-Sandy Springs-Roswell, GA","1/1/1899","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Atlanta","Atlanta","Southern","Southeast","www.firstbankofpike.com","24954","926","2847","6987","701","138","136","1878","3427","6542","1228","139","0"
"10693","15815","724230","0","First Bank of Tennessee","Spring City","TN","37381","12/31/2014","2/18/2015","NM","369 Front Street","","6","0","0","4","1","Rhea","","","1/1/1890","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Knoxville","Atlanta","Southern","Southeast","http://www.firstbanktn.com","212381","7471","8696","25783","15835","248","0","32101","33528","53323","22119","5918","837"
"26960","0","758851","0","First Bank of the Lake","Osage Beach","MO","65065","12/31/2014","2/18/2015","NM","4558 Osage Beach Pkwy Suite","","1","0","0","4","0","Camden","","","5/15/1987","5/15/1987","1/21/2011","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Springfield Mo","St. louis","Western","West","www.firstbanklake.com","30575","330","354","1131","329","476","130","12024","9943","1081","2883","1080","0"
"58152","0","3429282","0","First Bank of the Palm Beaches","West Palm Beach","FL","33401","12/31/2014","2/18/2015","NM","615 North Dixie Highway","","2","0","0","4","0","Palm Beach","33100","Miami-Fort Lauderdale-West Palm Beach, FL","3/6/2006","3/6/2006","1/27/2015","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","South Florida","Atlanta","Southern","Southeast","http://www.firstbankpb.com","70949","119","0","1388","3159","4124","15526","295","2243","11951","11241","20330","78"
"24307","0","437138","2503877","First Bank of the South","Rainsville","AL","35986","12/31/2014","2/18/2015","NM","246 Main Street","FIRST RAINSVILLE BANCSHARES, INC. EMPLOYEE STOCK OWNERSHIP PLAN","3","0","0","8","0","De Kalb","","","2/1/1983","2/1/1983","2/24/2011","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Shelby","Atlanta","Southern","Southeast","http://www.firstbanksouth.com","43798","1470","2238","4185","9185","386","0","4443","7955","4167","7415","1177","0"
"14281","0","391959","1065109","First Bank of Utica","Utica","NE","68456","12/31/2014","2/18/2015","SM","785 D Street","FIRST NATIONAL UTICA COMPANY","4","0","0","2","0","Seward","30700","Lincoln, NE","1/1/1882","4/16/1934","6/25/2009","Stock","0","1","FED","DIF","Kansas City","KANSAS CITY","Omaha","Kansas City","Western","West","http://www.fbutica.com","54081","255","292","501","2950","3159","132","15294","4068","8755","11764","4646","1842"
