cert,docket,fed_rssd,rssdhcr,name,city,stalp,zip,repdte,rundate,bkclass,address,namehcr,offdom,offfor,stmult,specgrp,subchaps,county,cbsa_metro,cbsa_metro_name,estymd,insdate,effdate,mutual,parcert,trust,regagnt,insagnt1,fdicdbs,fdicsupv,fldoff,fed,occdist,otsregnm,inst.webaddr,idothnii,iinvfee,ivencap,iserfee,isecz,iinscom,iinsund,iinsoth,netgnsln,netgnsre,netgnast,iotnii
"22811","10473","270531","2447935","Brickyard Bank","Lincolnwood","IL","60712","12/31/2014","2/18/2015","NM","6676 North Lincoln Avenue","BRICKYARD BANCORP, INC.","3","0","0","4","0","Cook","16980","Chicago-Naperville-Elgin, IL-IN-WI","2/26/1979","2/26/1979","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","http://www.brickyardbank.net","364","0","0","0","0","0","0","0","0","-539","0","903"
"57086","0","3025406","3811467","Bridge Bank, National Association","San Jose","CA","95113","12/31/2014","2/18/2015","N","55 Almaden Blvd","CARPENTER BANK PARTNERS, INC.","2","0","0","4","0","Santa Clara","41940","San Jose-Sunnyvale-Santa Clara, CA","5/14/2001","5/14/2001","10/13/2009","Stock","0","0","OCC","DIF","San Francisco","SAN FRANCISCO","San Francisco","San Francisco","Western","Western","http://www.bridgebank.com","9349","0","0","1087","0","0","0","0","2572","0","0","5690"
"18155","0","43959","1131899","Bridge City State Bank","Bridge City","TX","77611","12/31/2014","2/18/2015","NM","701 West Round Bunch Road","AMTEX BANCSHARES, INC.","2","0","0","7","0","Orange","13140","Beaumont-Port Arthur, TX","2/27/1960","2/27/1960","3/31/2006","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Houston","Dallas","Southern","West","http://www.bridgecitybank.com","-80","0","0","0","0","0","0","0","0","-317","0","237"
"12717","0","882541","1827923","Bridge Community Bank","Mount Vernon","IA","52314","12/31/2014","2/18/2015","NM","302 Highway 1 South","BRIDGE COMMUNITY BANK ESOP","3","0","0","2","0","Linn","16300","Cedar Rapids, IA","9/8/1903","1/1/1934","3/31/2006","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Cedar Rapids","Chicago","Western","Western","www.bankatbridge.com","294","7","0","50","0","23","0","23","16","0","0","198"
"21122","14583","312730","1209145","Bridgeview Bank Group","Bridgeview","IL","60455","12/31/2014","2/18/2015","NM","7940 South Harlem Avenue","BRIDGEVIEW BANCORP, INC.","17","0","0","4","0","Cook","16980","Chicago-Naperville-Elgin, IL-IN-WI","6/21/1973","6/21/1973","2/25/2011","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","http://www.bridgeviewbank.com","58859","114","0","93","0","0","0","0","63449","-7088","-357","2648"
"58210","0","3378773","3378764","Bridgewater Bank","Bloomington","MN","55431","12/31/2014","2/18/2015","NM","3800 American Blvd West, # 1","BRIDGEWATER BANCSHARES, INC.","3","0","0","4","0","Hennepin","33460","Minneapolis-St. Paul-Bloomington, MN-WI","11/2/2005","11/2/2005","1/25/2008","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Minneapolis","Minneapolis","Central","West","http://www.bridgewaterbankmn.com","911","0","0","0","0","0","0","0","0","110","0","801"
"90169","8030","699105","3134102","Bridgewater Savings Bank","Raynham","MA","2767","12/31/2014","2/18/2015","SM","756 Orchard Street","BRIDGEWATER FINANCIAL, MHC","8","0","0","4","0","Bristol","39300","Providence-Warwick, RI-MA","3/19/1872","6/20/1985","1/29/2013","Stock","0","1","FED","DIF","New York","NEW YORK","South Boston","Boston","Northeastern","Northeast","www.bridgewatersavings.com","1191","413","0","0","0","0","0","0","416","-2","5","359"
"9189","13682","227656","1140248","Brighton Bank","Brighton","TN","38011","12/31/2014","2/18/2015","NM","7663 Highway 51 South","BRIGHTON BANCORP, INC.","3","0","0","4","0","Tipton","32820","Memphis, TN-MS-AR","10/10/1910","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Memphis","St. louis","Southern","Southeast","http://www.brightonbancorp.com","311","0","0","0","0","0","0","0","0","-3","0","314"
"22578","0","406974","1027947","Brighton Bank","Salt Lake City","UT","84121","12/31/2014","2/18/2015","NM","7101 Highland Drive","BRIGHTON BANCORP","4","0","0","4","1","Salt Lake","41620","Salt Lake City, UT","1/3/1978","1/3/1978","3/31/2006","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Salt Lake City","San Francisco","Western","West","www.brightonbank.com","807","0","0","16","0","0","0","0","0","40","322","429"
"10856","0","315339","0","Brimfield Bank","Brimfield","IL","61517","12/31/2014","2/18/2015","NM","123 East Knoxville Street","","1","0","0","8","0","Peoria","37900","Peoria, IL","1/1/1913","1/1/1934","6/1/2009","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Princeton","Chicago","Central","Central","http://www.brimfieldbank.com","481","0","0","0","0","0","0","0","426","0","0","55"
"23622","8406","13103","2388878","Bristol County Savings Bank","Taunton","MA","2780","12/31/2014","2/18/2015","SB","35 Broadway","BEACON BANCORP","17","0","1","4","0","Bristol","39300","Providence-Warwick, RI-MA","3/2/1846","1/2/1982","4/6/2013","Stock","0","1","FDIC","DIF","New York","NEW YORK","South Boston","Boston","Northeastern","Northeast","www.bristolcountysavingsbank.com","11070","0","0","0","0","9889","0","9889","99","238","0","844"
"30306","5141","26176","0","Broadway Federal Bank, f.s.b.","Los Angeles","CA","90019","12/31/2014","2/18/2015","SA","4835 Venice Boulevard","","3","0","0","4","0","Los Angeles","31080","Los Angeles-Long Beach-Anaheim, CA","2/26/1947","2/26/1947","4/1/2013","Stock","0","0","OCC","DIF","San Francisco","SAN FRANCISCO","Los Angeles (West)","San Francisco","Western","Western","www.broadwayfederalbank.com","-83","0","0","28","0","0","0","0","19","-445","0","315"
"15797","15396","474254","1106879","Broadway National Bank","San Antonio","TX","78209","12/31/2014","2/18/2015","N","1177 N.E. Loop 410","BROADWAY BANCSHARES, INC.","42","0","0","9","1","Bexar","41700","San Antonio-New Braunfels, TX","2/3/1941","2/3/1941","3/31/2006","Stock","0","1","OCC","DIF","Dallas","DALLAS","Austin","Dallas","Southern","West","www.broadwaybank.com","11510","371","0","0","0","22","0","22","16","27","3","11071"
"17798","17777","782306","2631510","Brookline  Bank","Brookline","MA","2445","12/31/2014","2/18/2015","SM","160 Washington Street","BROOKLINE BANCORP, INC.","23","0","0","4","0","Norfolk","14460","Boston-Cambridge-Newton, MA-NH","1/1/1871","9/3/1957","6/29/2012","Stock","0","0","FED","DIF","New York","NEW YORK","South Boston","Boston","Northeastern","Northeast","www.brooklinebank.com","3163","464","0","0","0","0","0","0","776","6","-348","2265"
"14357","0","877015","2560647","Brookville National Bank","Brookville","OH","45309","12/31/2014","2/18/2015","N","225 Upper Lewisburg-Salem Rd","BNB BANCORP, INC.","2","0","0","7","0","Montgomery","19380","Dayton, OH","5/26/1934","5/26/1934","11/1/2012","Stock","0","0","OCC","DIF","Chicago","CHICAGO","Cincinnati","Cleveland","Central","Central","brookvillenational.com","125","0","0","0","0","0","0","0","0","0","-4","129"
"11721","14124","301640","1097182","Brown County State Bank","Mount Sterling","IL","62353","12/31/2014","2/18/2015","NM","101-103 East Main Street","UNITED COMMUNITY BANCORP, INC.","2","0","0","2","1","Brown","","","9/3/1901","1/1/1934","7/15/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Springfield Il","St. louis","Central","Central","bcsb.com","658","410","0","0","0","0","0","0","34","-85","0","299"
"18748","14596","71457","1840753","Bruning State Bank","Bruning","NE","68322","12/31/2014","2/18/2015","NM","104 Main Street","BRUNING BANCSHARES, INC.","4","0","0","2","0","Thayer","","","9/1/1891","4/5/1963","3/31/2006","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Grand Island","Kansas City","Western","West","http://www.bruningbank.com","1420","138","0","13","0","405","0","405","496","0","0","368"
"20220","0","463203","1136344","Brunswick Bank and Trust Company","New Brunswick","NJ","8901","12/31/2014","2/18/2015","NM","439 Livingston Avenue","BRUNSWICK BANCORP","7","0","0","4","0","Middlesex","35620","New York-Newark-Jersey City, NY-NJ-PA","7/27/1970","7/27/1970","2/15/2012","Stock","0","1","FDIC","DIF","New York","NEW YORK","Jamesburg","New York","Northeastern","Northeast","http://www.brunswickbank.com","713","0","0","0","0","0","0","0","0","78","0","635"
"13692","0","413758","3612244","Brunswick State Bank","Brunswick","NE","68720","12/31/2014","2/18/2015","NM","226 2nd St","BSB BANCSHARES, INC.","2","0","0","2","1","Antelope","","","1/1/1930","1/18/1934","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Sioux City","Kansas City","Western","West","www.brunswickstatebank.com","47","11","0","0","0","0","0","0","0","0","0","36"
"17881","0","432058","0","Brush Country Bank","Freer","TX","78357","12/31/2014","2/18/2015","NM","902 E Riley St","","1","0","0","4","1","Duval","","","7/12/1958","7/12/1958","3/31/2006","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Houston","Dallas","Southern","West","http://www.brushcountrybank.com","213","0","0","0","0","64","0","64","0","0","14","135"
"57997","0","3356191","0","Bryant Bank","Tuscaloosa","AL","35406","12/31/2014","2/18/2015","NM","1550 Mcfarland Boulevard N.","","14","0","0","4","1","Tuscaloosa","46220","Tuscaloosa, AL","6/10/2005","6/10/2005","10/7/2014","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Shelby","Atlanta","Southern","Southeast","www.bryantbank.com","1956","0","0","0","0","0","0","0","970","-433","-34","1453"
"6064","14159","82257","1127717","Bryant State Bank","Bryant","SD","57221","12/31/2014","2/18/2015","NM","124 Main Avenue","BRYANT BANCSHARES, INC.","1","0","0","2","1","Hamlin","","","3/1/1915","1/1/1934","6/2/2010","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Sioux Falls","Minneapolis","Western","West","WWW.BRYANTSTATEBANK.COM","257","0","0","0","0","0","0","0","0","0","0","257"
"10618","0","1009242","1905009","BTC Bank","Bethany","MO","64424","12/31/2014","2/18/2015","NM","3606 Miller Street","BETHANY BANKSHARES, INC.","7","0","1","2","0","Harrison","","","9/19/1919","1/1/1934","12/12/2011","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Kansas City","Kansas City","Western","West","http://www.btcbank.com","454","1","0","0","0","35","0","35","0","-50","0","468"
"35101","0","2836306","2836294","Buckeye Community Bank","Lorain","OH","44055","12/31/2014","2/18/2015","SM","105 Sheffield Center","BUCKEYE BANCSHARES, INC.","1","0","0","4","0","Lorain","17460","Cleveland-Elyria, OH","10/12/1999","10/12/1999","3/31/2006","Stock","0","0","FED","DIF","Chicago","CHICAGO","Columbus","Cleveland","Central","Central","www.buckeyebank.com","246","0","0","0","0","0","0","0","0","0","0","246"
"2286","0","870913","0","Buckeye State Bank","De Graff","OH","43318","12/31/2014","2/18/2015","NM","101 North Main Street","","1","0","0","8","0","Logan","","","1/1/1885","1/1/1934","10/7/2014","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Columbus","Cleveland","Central","Central","www.joinbsb.com","6","0","0","0","0","0","0","0","0","6","0","0"
"12121","0","316934","1492992","Buckley State Bank","Buckley","IL","60918","12/31/2014","2/18/2015","NM","102 S Railroad Ave","BUCKLEY BANCORP, INC.","1","0","0","2","0","Iroquois","","","11/19/1920","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Champaign","Chicago","Central","Central","www.buckleystatebank.com","14","0","0","0","0","0","0","0","0","0","0","14"
"57804","0","3287503","0","Bucks County Bank","Doylestown","PA","18901","12/31/2014","2/18/2015","NM","200 S Main Street","","4","0","0","4","0","Bucks","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","8/16/2004","8/16/2004","7/26/2007","Stock","0","0","FDIC","DIF","New York","NEW YORK","Philadelphia","Philadelphia","Northeastern","Northeast","http://WWW.buckscountybank.net","661","0","0","0","0","0","0","0","216","-57","0","502"
"10844","14125","621441","1399578","Buena Vista National Bank","Chester","IL","62233","12/31/2014","2/18/2015","N","1309 Swanwick Street","BUENA VISTA BANCORP, INC.","8","0","0","8","0","Randolph","","","1/1/1905","1/1/1934","12/1/2012","Stock","0","1","OCC","DIF","Chicago","CHICAGO","Mount Vernon","St. louis","Central","Central","www.bvnb.com","1166","26","0","146","0","37","0","37","83","0","0","874"
"29696","3903","108072","3835100","Buffalo Federal Bank","Buffalo","WY","82834","12/31/2014","2/18/2015","SM","106 Fort Street","CRAZY WOMAN CREEK BANCORP","3","0","0","4","0","Johnson","","","5/1/1936","6/19/1936","6/2/2014","Stock","0","0","FED","DIF","San Francisco","SAN FRANCISCO","Billings","Kansas City","Western","West","www.buffalofed.com","1029","0","0","1","0","5","0","5","667","-367","-4","727"
"10857","0","403937","0","Buffalo Prairie State Bank","Buffalo Prairie","IL","61237","12/31/2014","2/18/2015","NM","20228 183rd Ave West","","1","0","0","2","0","Rock Island","19340","Davenport-Moline-Rock Island, IA-IL","9/29/1920","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Princeton","Chicago","Central","Central","","33","0","0","0","0","0","0","0","0","0","0","33"
"34613","15782","2595975","2595939","Builders Bank","Chicago","IL","60601","12/31/2014","2/18/2015","NM","203 N Lasalle St, Suite M-5","BUILDERS FINANCIAL CORPORATION","3","0","0","4","0","Cook","16980","Chicago-Naperville-Elgin, IL-IN-WI","10/14/1997","10/14/1997","12/3/2014","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","www.buildersbank.com","119","0","0","0","0","0","0","0","0","23","-57","153"
"11578","0","933621","0","Burke & Herbert Bank & Trust Company","Alexandria","VA","22314","12/31/2014","2/18/2015","NM","100 South Fairfax Street","","25","0","0","4","0","Alexandria City","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","1/1/1852","1/1/1934","4/16/2010","Stock","0","1","FDIC","DIF","Atlanta","ATLANTA","Richmond","Richmond","Northeastern","Southeast","www.burkeandherbertbank.com","4201","0","0","0","0","0","0","0","558","-25","-1303","4971"
"27556","15540","1404883","4352444","Burling Bank","Chicago","IL","60604","12/31/2014","2/18/2015","NM","141 West Jackson Boulevard","BURLING BANCORP, INC.","1","0","0","5","1","Cook","16980","Chicago-Naperville-Elgin, IL-IN-WI","8/7/1989","8/7/1989","3/31/2006","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","www.burlingbank.com","161","0","0","0","0","0","0","0","0","15","0","146"
"13669","0","304155","2896092","Burton State Bank","Burton","TX","77835","12/31/2014","2/18/2015","NM","515 N Main Street","BURTON BANCSHARES, INC.","1","0","0","7","1","Washington","","","1/1/1906","1/1/1934","6/19/2006","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Austin","Dallas","Southern","West","http://www.burtonbank.com","41","0","0","0","0","0","0","0","0","1","0","40"
"16450","10287","416245","1203602","Busey Bank","Champaign","IL","61820","12/31/2014","2/18/2015","NM","100 West University Avenue","FIRST BUSEY CORPORATION","42","0","1","4","0","Champaign","16580","Champaign-Urbana, IL","7/8/1946","7/8/1946","1/22/2010","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Champaign","Chicago","Central","Central","www.busey.com","27333","0","-395","1416","0","3","0","3","4723","162","18","21406"
"57978","0","3346268","0","Business Bank","Burlington","WA","98233","12/31/2014","2/18/2015","NM","1854 S. Burlington Blvd.","","3","0","0","4","0","Skagit","34580","Mount Vernon-Anacortes, WA","4/11/2005","4/11/2005","1/7/2015","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Seattle","San Francisco","Western","West","www.savibank.com","701","0","0","45","0","0","0","0","707","-225","-8","182"
"58545","0","3606971","0","Business Bank of Texas, N.A.","Austin","TX","78758","12/31/2014","2/18/2015","N","1910 W Braker Lane, Ste 100","","1","0","0","4","1","Travis","12420","Austin-Round Rock, TX","8/6/2007","8/6/2007","8/6/2007","Stock","0","0","OCC","DIF","Dallas","DALLAS","Austin","Dallas","Southern","West","http://www.businessbankoftexas.com","97","0","0","0","0","0","0","0","0","0","0","97"
"58228","0","3408728","3488850","Business First Bank","Baton Rouge","LA","70809","12/31/2014","2/18/2015","NM","8440 Jefferson Hwy, # 101","BUSINESS FIRST BANCSHARES, INC.","6","0","0","4","0","East Baton Rouge","12940","Baton Rouge, LA","2/1/2006","2/1/2006","7/17/2014","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Baton Rouge","Atlanta","Southern","Western","www.b1bank.com","1298","2","0","0","0","11","0","11","0","262","-7","1030"
"16110","15723","1004256","1055687","Butte State Bank","Butte","NE","68722","12/31/2014","2/18/2015","SM","Thayer And Park Streets","BUTTE STATE COMPANY","2","0","0","2","1","Boyd","","","1/1/1944","1/3/1944","3/31/2006","Stock","0","0","FED","DIF","Kansas City","KANSAS CITY","Sioux City","Kansas City","Western","West","http://www.buttebank.com","87","1","0","0","0","0","0","0","0","0","0","86"
"902","13272","325534","1203107","Byron Bank","Byron","IL","61010","12/31/2014","2/18/2015","NM","200 North Walnut","BYRON BANCSHARES, INC.","5","0","0","4","1","Ogle","","","7/1/1932","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Princeton","Chicago","Central","Central","http://www.byronbank.com","2313","772","0","324","0","41","0","41","360","-14","4","826"
"22350","0","233451","2249410","Byron State Bank","Byron","NE","68325","12/31/2014","2/18/2015","NM","115 Kansas","BYRON STATE, INC.","1","0","0","2","0","Thayer","","","10/20/1976","10/20/1976","5/16/2008","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Grand Island","Kansas City","Western","West","www.byronstatebank.com","11","0","0","0","0","0","0","0","0","0","0","11"
"18443","10771","900146","1200496","C US Bank","Cresco","IA","52136","12/31/2014","2/18/2015","SM","111 North Elm Street","HOW-WIN DEVELOPMENT CO.","5","0","0","2","1","Howard","","","4/1/1888","10/3/1961","8/20/2013","Stock","0","1","FED","DIF","Kansas City","KANSAS CITY","Cedar Rapids","Chicago","Western","Western","http://www.cusb.com","959","12","0","259","0","8","0","8","169","11","-4","504"
"30119","4779","805876","0","C&G Savings Bank","Altoona","PA","16601","12/31/2014","2/18/2015","SB","1201 12th Street","","6","0","0","5","0","Blair","11020","Altoona, PA","1/1/1939","11/26/1940","7/10/2008","Non-Stock","0","0","FDIC","DIF","New York","NEW YORK","Wexford","Philadelphia","Northeastern","Northeast","www.cgsbonline.com","299","0","0","0","0","22","0","22","0","-3","0","280"
"34092","14450","2362074","4558901","C1 Bank","Saint Petersburg","FL","33701","12/31/2014","2/18/2015","NM","100 5th Street South","C1 FINANCIAL, INC.","33","0","0","4","0","Pinellas","45300","Tampa-St. Petersburg-Clearwater, FL","11/17/1995","11/17/1995","8/2/2013","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Tampa","Atlanta","Southern","Southeast","WWW.C1BANK.COM","3202","0","0","504","0","0","0","0","2675","-2282","-36","2341"
"1419","0","641047","3484012","Cabool State Bank","Cabool","MO","65689","12/31/2014","2/18/2015","NM","600 Main Street","CABOOL STATE BANK EMPLOYEE STOCK OWNERSHIP PLAN","1","0","0","2","0","Texas","","","3/26/1913","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Springfield Mo","St. louis","Western","West","https://www.caboolstatebank.com","38","0","0","0","0","4","0","4","0","13","0","21"
"34328","0","2506328","0","Cache Bank and Trust","Greeley","CO","80634","12/31/2014","2/18/2015","NM","4601 West 20th Street","","3","0","0","7","0","Weld","24540","Greeley, CO","10/11/1996","10/11/1996","10/31/2013","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Denver","Kansas City","Western","Western","http://www.cachebankandtrust.com","174","18","0","0","0","0","0","0","0","-166","0","322"
"22134","10858","995076","2324997","Cache Valley Bank","Logan","UT","84321","12/31/2014","2/18/2015","NM","101 North Main Street","CACHE VALLEY BANKING COMPANY","15","0","0","4","0","Cache","30860","Logan, UT-ID","10/2/1975","10/2/1975","3/1/2014","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Salt Lake City","San Francisco","Western","West","http://www.cachevalleybank.com","6358","0","7266","952","0","0","0","0","0","-4535","104","2571"
"4999","10349","4262534","4037349","Cadence Bank, N.A.","Birmingham","AL","35203","12/31/2014","2/18/2015","N","2100 Third Avenue North","CADENCE BANCORP LLC","87","0","1","4","0","Jefferson","13820","Birmingham-Hoover, AL","5/1/1887","1/1/1934","12/14/2012","Stock","0","1","OCC","DIF","Atlanta","DALLAS","Shelby","Atlanta","Southern","Southeast","www.cadencebank.com","40741","18052","0","4","0","0","0","0","3077","465","2247","16896"
"11785","9983","925354","1108985","Caldwell Bank & Trust Company","Columbia","LA","71418","12/31/2014","2/18/2015","NM","202 Main Street","CALDWELL HOLDING COMPANY","3","0","0","2","1","Caldwell","","","1/1/1902","1/1/1934","3/31/2006","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Shreveport","Dallas","Southern","Western","http://www.caldwellbankandtrust.com","388","0","0","4","0","108","0","108","0","-101","-16","393"
"9024","12454","498625","1357046","Calhoun County Bank, Inc.","Grantsville","WV","26147","12/31/2014","2/18/2015","NM","372 Main Street","CALHOUN BANKSHARES, INC.","4","0","0","6","0","Calhoun","","","1/1/1900","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Scott Depot","Richmond","Northeastern","Northeast","www.calhounbanks.com","507","6","0","0","0","51","0","51","0","-59","0","509"
"20852","0","837260","1027004","California Bank & Trust","San Diego","CA","92130","12/31/2014","2/18/2015","NM","11622 El Camino Real, # 200","ZIONS BANCORPORATION","100","0","0","4","0","San Diego","41740","San Diego-Carlsbad, CA","11/9/1972","11/9/1972","7/17/2009","Stock","0","1","FDIC","DIF","San Francisco","SAN FRANCISCO","Orange","San Francisco","Western","Western","http://www.calbanktrust.com","36137","0","-1162","938","0","0","0","0","2201","306","-36","33890"
"58583","0","3614958","0","California Bank of Commerce","Lafayette","CA","94549","12/31/2014","2/18/2015","NM","3595 Mt Diablo Blvd, 2nd Fl","","1","0","0","4","0","Contra Costa","41860","San Francisco-Oakland-Hayward, CA","7/17/2007","7/17/2007","7/31/2013","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","San Francisco","San Francisco","Western","Western","http://www.californiabankofcommerce.com","1516","0","0","45","0","0","0","0","133","0","0","1338"
"58037","0","3390337","0","California Business Bank","Los Angeles","CA","90017","12/31/2014","2/18/2015","NM","800 W. 6th St., Suite 1000","","1","0","0","4","0","Los Angeles","31080","Los Angeles-Long Beach-Anaheim, CA","11/1/2005","11/1/2005","5/27/2014","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Los Angeles (North)","San Francisco","Western","Western","http://www.californiabusinessbank.com","79","0","0","103","0","0","0","0","16","-159","0","119"
"35331","0","2907439","2907381","California First National Bank","Irvine","CA","92614","12/31/2014","2/18/2015","N","28 Executive Park","CALIFORNIA FIRST NATIONAL BANCORP","1","0","0","4","0","Orange","31080","Los Angeles-Long Beach-Anaheim, CA","5/23/2001","5/23/2001","9/1/2013","Stock","0","0","OCC","DIF","San Francisco","SAN FRANCISCO","Orange","San Francisco","Western","Western","www.calfirst.com","3464","0","0","0","0","0","0","0","1512","0","757","1195"
"23242","0","50461","0","California Pacific Bank","San Francisco","CA","94104","12/31/2014","2/18/2015","NM","250 Montgomery St., 5th Fl.","","2","0","0","4","0","San Francisco","41860","San Francisco-Oakland-Hayward, CA","10/16/1980","10/16/1980","3/5/2013","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","San Francisco","San Francisco","Western","Western","www.calpacificbank.com","983","0","0","0","0","0","0","0","0","249","0","734"
"58663","0","3669930","4346751","California Republic Bank","Irvine","CA","92612","12/31/2014","2/18/2015","SM","18400 Von Karmen Ave, Ste 11","CALIFORNIA REPUBLIC BANCORP","4","0","0","4","0","Orange","31080","Los Angeles-Long Beach-Anaheim, CA","12/5/2007","12/5/2007","12/31/2012","Stock","0","0","FED","DIF","San Francisco","SAN FRANCISCO","Orange","San Francisco","Western","Western","http://crbnk.com","30397","0","0","8922","21368","19","0","19","0","0","0","88"
"57904","0","3353172","4392132","California United Bank","Encino","CA","91436","12/31/2014","2/18/2015","NM","15821 Ventura Blvd, # 100","CU BANCORP","11","0","0","4","0","Los Angeles","31080","Los Angeles-Long Beach-Anaheim, CA","5/23/2005","5/23/2005","12/1/2014","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Los Angeles (West)","San Francisco","Western","Western","www.cunb.com","4899","0","0","329","0","0","0","0","1221","0","-7","3356"
"11607","0","37743","2504762","Calumet County Bank","Brillion","WI","54110","12/31/2014","2/18/2015","SM","103 North Main Street","CALUMET BANCSHARES, INC.","2","0","0","4","0","Calumet","11540","Appleton, WI","1/19/1921","1/1/1934","3/31/2006","Stock","0","0","FED","DIF","Chicago","CHICAGO","Appleton","Chicago","Central","Central","http://www.calumetcountybank.com","97","0","0","0","0","0","0","0","0","-17","12","102"
"58512","0","3571015","3571006","Calusa Bank","Punta Gorda","FL","33950","12/31/2014","2/18/2015","SM","3105 Tamiami Trail","CALUSA FINANCIAL CORPORATION, INC.","5","0","0","4","0","Charlotte","39460","Punta Gorda, FL","4/23/2007","4/23/2007","4/26/2014","Stock","0","0","FED","DIF","Atlanta","ATLANTA","Tampa","Atlanta","Southern","Southeast","http://www.calusabank.com","441","0","0","0","0","0","0","0","212","-144","0","373"
"5874","0","39327","2391300","Calvin B. Taylor Banking Company of Berlin, Maryland","Berlin","MD","21811","12/31/2014","2/18/2015","NM","24 North Main Street","CALVIN B. TAYLOR BANKSHARES, INC.","10","0","1","4","0","Worcester","41540","Salisbury, MD-DE","1/1/1890","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","New York","NEW YORK","Baltimore","Richmond","Northeastern","Southeast","WWW.TAYLORBANK.COM","1405","0","0","0","0","0","0","0","0","0","0","1405"
"17870","14455","758703","2687795","Cambridge Savings Bank","Cambridge","MA","2138","12/31/2014","2/18/2015","SB","1374 Massachusetts Avenue","CAMBRIDGE FINANCIAL GROUP, INC.","19","0","0","4","0","Middlesex","14460","Boston-Cambridge-Newton, MA-NH","4/2/1834","7/2/1958","1/7/2013","Stock","0","1","FDIC","DIF","New York","NEW YORK","North Boston","Boston","Northeastern","Northeast","www.cambridgesavings.com","6658","10","0","332","0","59","0","59","801","0","-117","5573"
"14823","13954","43744","3613504","Cambridge State Bank","Cambridge","WI","53523","12/31/2014","2/18/2015","NM","221 West Main Street","JOHN T. VUCUREVICH FOUNDATION","1","0","0","4","0","Dane","31540","Madison, WI","1/1/1892","10/23/1934","10/16/2012","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Madison","Chicago","Central","Central","www.cambridgebank.com","284","9","0","50","0","0","0","0","17","98","1","109"
"10987","0","338851","0","Cambridge State Bank","Cambridge","MN","55008","12/31/2014","2/18/2015","NM","127 South Main","","4","0","0","4","1","Isanti","33460","Minneapolis-St. Paul-Bloomington, MN-WI","2/19/1914","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Minneapolis","Minneapolis","Central","West","http://www.cambridgestatebank.com","-85","0","0","0","0","0","0","0","0","-250","52","113"
"8152","0","736206","1115013","Cambridge Trust Company","Cambridge","MA","2138","12/31/2014","2/18/2015","NM","1336 Massachusetts Avenue","CAMBRIDGE BANCORP","14","0","1","4","0","Middlesex","14460","Boston-Cambridge-Newton, MA-NH","1/1/1890","1/1/1934","9/29/2006","Stock","0","1","FDIC","DIF","New York","NEW YORK","North Boston","Boston","Northeastern","Northeast","WWW.CAMBRIDGETRUST.COM","3021","0","0","46","0","0","0","0","170","0","0","2805"
